net,length_um
net2767,65.52µm
net379,65.5µm
_01712_,65.49µm
net1591,65.48µm
_04561_,65.44µm
adder_inst.sum_raw\[18\],65.44µm
net3439,65.4µm
net1669,65.39µm
net727,65.36µm
_03067_,65.28µm
_00918_,65.26µm
_03586_,65.26µm
net1464,65.22µm
net2459,65.2µm
_01270_,65.18µm
net2373,65.13µm
_06816_,65.08µm
net726,65.06µm
net1015,65.06µm
net667,64.95µm
_03761_,64.94µm
net2516,64.935µm
net2347,64.895µm
net1767,64.88µm
net3199,64.78µm
net1889,64.76µm
net2299,64.76µm
net484,64.75µm
net1170,64.73µm
_02161_,64.71µm
_03742_,64.7µm
net543,64.7µm
net294,64.68µm
net2714,64.68µm
net2096,64.605µm
net1962,64.54µm
net1612,64.52µm
net2654,64.52µm
_06245_,64.505µm
net2394,64.48µm
net2058,64.44µm
_03099_,64.42µm
net2730,64.4µm
net2059,64.38µm
net335,64.37µm
net2250,64.37µm
_00547_,64.36µm
net2137,64.36µm
adder_inst.i_a\[19\],64.34µm
_04933_,64.32µm
net1497,64.3µm
_03923_,64.27µm
_01426_,64.26µm
net1886,64.26µm
adder_inst.sum_raw_r\[1\],64.23µm
_06794_,64.22µm
_04893_,64.2µm
net922,64.16µm
net952,64.09µm
net1038,64µm
_02191_,63.995µm
net1188,63.98µm
_06722_,63.96µm
net2618,63.84µm
_03795_,63.82µm
net1552,63.8µm
_04721_,63.78µm
net2517,63.77µm
net1582,63.72µm
net288,63.7µm
_02907_,63.66µm
net313,63.56µm
net2277,63.54µm
_03469_,63.52µm
_06918_,63.51µm
net2745,63.49µm
_03862_,63.48µm
adder_inst.exp_larger_r\[2\],63.4µm
net709,63.4µm
net2713,63.4µm
_00546_,63.39µm
net193,63.39µm
_00965_,63.26µm
net158,63.26µm
net2508,63.26µm
net2812,63.26µm
net2692,63.22µm
_04568_,63.21µm
net2121,63.2µm
net369,63.19µm
net1503,63.16µm
net1945,63.16µm
net2390,63.16µm
net1947,63.15µm
_04075_,63.14µm
_04292_,63.14µm
net2242,63.11µm
net1382,63.04µm
net2297,63.04µm
net2553,63.03µm
_00670_,63.01µm
net1898,63µm
net2188,62.995µm
net1384,62.97µm
net2568,62.96µm
net1939,62.95µm
_03526_,62.92µm
net1978,62.69µm
_00062_,62.67µm
_03455_,62.64µm
_04168_,62.6µm
net858,62.55µm
net1073,62.55µm
net865,62.5µm
net2512,62.48µm
net1729,62.45µm
net1192,62.37µm
net1952,62.36µm
_04070_,62.34µm
net2886,62.32µm
_01719_,62.3µm
net430,62.3µm
_06920_,62.22µm
net1347,62.22µm
_02213_,62.21µm
_05618_,62.18µm
_06193_,62.15µm
net2197,62.14µm
net2135,62.08µm
net1359,62.06µm
net1357,62.02µm
net2622,62.02µm
net2834,62µm
_04118_,61.96µm
net1476,61.945µm
_01123_,61.94µm
net500,61.88µm
net164,61.76µm
net2631,61.73µm
_01929_,61.71µm
_00091_,61.7µm
net1710,61.5µm
net2066,61.5µm
_03023_,61.46µm
net1233,61.435µm
net1061,61.4µm
net690,61.38µm
net760,61.3µm
net783,61.285µm
net2091,61.27µm
net2524,61.26µm
net1078,61.24µm
net1524,61.24µm
net3184,61.24µm
net1809,61.22µm
net2048,61.2µm
net2884,61.2µm
net1992,61.16µm
net2099,61.13µm
_06242_,61.12µm
mul_res\[28\],61.12µm
_06502_,61.1µm
net283,61.1µm
net1928,61.04µm
net534,61.04µm
net1725,61.04µm
_02675_,60.92µm
net1364,60.87µm
_02122_,60.84µm
adder_inst.i_a\[16\],60.84µm
net771,60.8µm
_04987_,60.78µm
net124,60.74µm
net2633,60.7µm
net2480,60.62µm
net2813,60.6µm
net189,60.52µm
net2748,60.52µm
net2783,60.5µm
net1536,60.48µm
_02661_,60.46µm
net2566,60.46µm
_04205_,60.36µm
add_res\[2\],60.34µm
_04552_,60.24µm
net365,60.24µm
net2879,60.24µm
_06932_,60.2µm
net1543,60.18µm
net2530,60.16µm
net128,60.14µm
net307,60.14µm
net1502,60.14µm
_03147_,60.12µm
net2776,60.1µm
net1422,59.97µm
net3179,59.95µm
net1474,59.92µm
net2350,59.86µm
net3398,59.82µm
net2264,59.81µm
adder_inst.sum_raw\[3\],59.8µm
net1417,59.8µm
_04985_,59.79µm
net1222,59.775µm
net1079,59.76µm
net2679,59.71µm
_04989_,59.7µm
net1879,59.7µm
net1060,59.69µm
_01733_,59.6µm
net1500,59.6µm
_04136_,59.58µm
_05598_,59.58µm
net1577,59.58µm
net1975,59.58µm
_00601_,59.52µm
net929,59.48µm
net2638,59.48µm
_06472_,59.44µm
net277,59.42µm
_07040_,59.4µm
net1631,59.4µm
_03821_,59.38µm
adder_inst.is_zero_a,59.32µm
net2515,59.32µm
adder_inst.exp_a\[0\],59.26µm
net1400,59.18µm
net2281,59.18µm
_04517_,59.14µm
net2710,59.13µm
adder_inst.sum_raw_r\[18\],59.12µm
net3302,59.1µm
net19,59.06µm
net1625,59.015µm
_02517_,59µm
net503,58.98µm
net366,58.96µm
net2424,58.96µm
net1241,58.95µm
net2768,58.95µm
net506,58.94µm
_06541_,58.86µm
_06532_,58.85µm
net1135,58.82µm
net2158,58.8µm
_01756_,58.78µm
_01011_,58.76µm
net546,58.76µm
_01706_,58.72µm
net2274,58.595µm
_00857_,58.58µm
net3263,58.47µm
net2605,58.46µm
net1385,58.44µm
net3405,58.44µm
net761,58.435µm
net1369,58.42µm
_03882_,58.39µm
_02923_,58.3µm
net1735,58.255µm
net2192,58.22µm
_06160_,58.2µm
net1070,58.18µm
_05313_,58.16µm
_02580_,58.14µm
net2702,58.13µm
net1637,58.08µm
net1933,58.08µm
_01711_,58.06µm
net1935,58.06µm
_01025_,58.02µm
net2467,58.02µm
_03038_,58µm
_03577_,58µm
net2431,58µm
net295,57.94µm
net705,57.94µm
net1196,57.9µm
_05311_,57.88µm
_05694_,57.88µm
_02679_,57.84µm
adder_inst.i_b\[0\],57.76µm
net928,57.74µm
_04734_,57.7µm
_05421_,57.68µm
_05577_,57.68µm
net779,57.675µm
_04710_,57.66µm
net2000,57.66µm
_01873_,57.63µm
net1680,57.61µm
net1953,57.56µm
_00633_,57.55µm
net1862,57.44µm
_02019_,57.42µm
net1949,57.4µm
_00221_,57.38µm
net2425,57.38µm
net2735,57.37µm
_01713_,57.36µm
net2417,57.34µm
net314,57.32µm
net3185,57.32µm
net2140,57.32µm
net2844,57.31µm
_03673_,57.3µm
_05646_,57.3µm
_04082_,57.26µm
_02372_,57.24µm
_05764_,57.24µm
_06087_,57.24µm
net2476,57.23µm
net1212,57.18µm
_00088_,57.15µm
net1528,57.15µm
net345,57.14µm
net2885,57.12µm
_02190_,57.08µm
net1049,57.08µm
_05599_,57.06µm
net1592,57.01µm
net2407,57µm
_06633_,56.96µm
_02924_,56.9µm
net2073,56.88µm
net291,56.82µm
net507,56.82µm
net1139,56.82µm
net982,56.78µm
adder_inst.sum_raw\[16\],56.74µm
_02367_,56.73µm
net1252,56.72µm
_06549_,56.7µm
adder_inst.sum_raw_r\[19\],56.66µm
net1231,56.64µm
_04346_,56.62µm
_03675_,56.57µm
net2302,56.56µm
net1088,56.54µm
_01195_,56.48µm
_05525_,56.44µm
net2292,56.42µm
net2592,56.42µm
_06917_,56.4µm
adder_inst.exp_b_r\[0\],56.4µm
_06093_,56.35µm
net2092,56.34µm
_05439_,56.32µm
net490,56.32µm
net974,56.32µm
_05836_,56.3µm
net1644,56.3µm
_06082_,56.28µm
net1747,56.25µm
_02109_,56.2µm
net1887,56.18µm
_03226_,56.155µm
net215,56.155µm
_04135_,56.12µm
net1117,56.12µm
net2915,56.1µm
net2786,56.09µm
net233,56.06µm
net704,56.06µm
_02373_,56.02µm
_01666_,55.94µm
add_res\[4\],55.94µm
_03937_,55.92µm
net1864,55.92µm
_03639_,55.9µm
net1062,55.88µm
net2047,55.87µm
adder_inst.exp_larger\[0\],55.8µm
adder_inst.exp_larger\[1\],55.8µm
_00035_,55.76µm
_04943_,55.76µm
clknet_leaf_9_clk,55.66µm
net360,55.65µm
_03642_,55.64µm
net2881,55.64µm
net336,55.61µm
net3384,55.6µm
net214,55.54µm
net1133,55.52µm
net509,55.515µm
net1310,55.51µm
net675,55.42µm
net1938,55.41µm
_01172_,55.38µm
net2546,55.36µm
net1008,55.32µm
_01398_,55.3µm
_02062_,55.3µm
adder_inst.sum_raw\[1\],55.3µm
net1425,55.3µm
net2452,55.3µm
net1183,55.28µm
_06696_,55.26µm
net1083,55.26µm
_02503_,55.24µm
net2532,55.23µm
multiplier_inst.is_nan_r,55.22µm
adder_inst.i_b\[22\],55.2µm
net1836,55.08µm
net2914,55.06µm
_04778_,55.04µm
net2051,55.04µm
net443,55.01µm
net269,55µm
_00662_,54.99µm
net833,54.98µm
net217,54.97µm
net1810,54.95µm
_03170_,54.92µm
_06792_,54.88µm
net3426,54.88µm
net2668,54.86µm
net797,54.84µm
net2411,54.82µm
_05314_,54.7µm
_02870_,54.68µm
net1023,54.68µm
net2791,54.68µm
net2649,54.635µm
net2372,54.62µm
_04700_,54.6µm
net938,54.6µm
net1670,54.6µm
net2474,54.585µm
net1339,54.58µm
net3085,54.56µm
_03597_,54.54µm
net2112,54.52µm
net1960,54.51µm
_01767_,54.5µm
net1916,54.465µm
net1448,54.46µm
net1963,54.46µm
net2276,54.46µm
net1717,54.42µm
_00941_,54.4µm
_03146_,54.36µm
net1686,54.32µm
net258,54.26µm
_02786_,54.24µm
adder_inst.i_b\[2\],54.22µm
_06540_,54.2µm
net2357,54.16µm
net2355,54.12µm
net2400,54.12µm
_04841_,54.08µm
net1446,54.08µm
net1072,54.04µm
net2583,54µm
net2782,53.98µm
_00792_,53.92µm
net1525,53.9µm
_04378_,53.845µm
net1987,53.84µm
_04343_,53.8µm
net2792,53.8µm
_02060_,53.78µm
net2456,53.78µm
_00964_,53.76µm
_06133_,53.76µm
net854,53.74µm
net1374,53.72µm
net1855,53.69µm
net464,53.66µm
net1129,53.66µm
net2698,53.66µm
net1671,53.64µm
net2487,53.64µm
net1494,53.62µm
net943,53.57µm
_03141_,53.48µm
net2102,53.48µm
_02266_,53.43µm
net992,53.42µm
net2626,53.42µm
net2894,53.38µm
_06243_,53.335µm
_01869_,53.32µm
_04521_,53.29µm
_01269_,53.27µm
_03957_,53.26µm
_04166_,53.26µm
net1029,53.26µm
net1430,53.26µm
net1063,53.11µm
_01396_,53.1µm
net1806,53.095µm
net1455,53.08µm
net2864,53.06µm
_02163_,53.04µm
_06471_,52.97µm
_03199_,52.93µm
net2858,52.92µm
net2657,52.905µm
_01752_,52.9µm
net2805,52.9µm
_01474_,52.88µm
_00723_,52.86µm
_02125_,52.86µm
net2295,52.86µm
net2129,52.8µm
net516,52.78µm
_06061_,52.775µm
net1529,52.74µm
net1906,52.72µm
_06056_,52.7µm
net863,52.69µm
net1,52.68µm
_02072_,52.66µm
net1109,52.62µm
net1946,52.61µm
net2572,52.6µm
net1342,52.595µm
net2541,52.56µm
_05722_,52.52µm
_02219_,52.5µm
net373,52.48µm
net1358,52.48µm
net2154,52.43µm
net513,52.42µm
net2610,52.42µm
adder_inst.sum_raw_r\[2\],52.4µm
net2857,52.38µm
net2581,52.36µm
net347,52.26µm
net2663,52.235µm
net515,52.2µm
_01376_,52.18µm
_05870_,52.12µm
net1658,52.08µm
net438,52.06µm
net753,52.06µm
_00856_,52.04µm
_04736_,51.98µm
net1821,51.94µm
net2041,51.92µm
_01346_,51.9µm
adder_inst.sum_raw\[5\],51.88µm
_02356_,51.86µm
_02831_,51.86µm
_04143_,51.86µm
_04174_,51.84µm
adder_inst.exp_a\[6\],51.82µm
_00632_,51.8µm
net229,51.8µm
net2491,51.76µm
net3459,51.74µm
_00949_,51.72µm
net2231,51.72µm
net241,51.68µm
net930,51.68µm
net2261,51.68µm
_03205_,51.67µm
_06195_,51.66µm
net894,51.66µm
net1976,51.64µm
net538,51.62µm
net853,51.6µm
net2545,51.58µm
net1411,51.56µm
net730,51.55µm
net1580,51.55µm
_02516_,51.475µm
_00495_,51.47µm
_02130_,51.45µm
net159,51.435µm
net342,51.42µm
net605,51.42µm
_03021_,51.38µm
_05260_,51.36µm
net1996,51.34µm
_05804_,51.33µm
_02967_,51.32µm
net140,51.3µm
net1534,51.3µm
net1980,51.29µm
_03204_,51.28µm
_05767_,51.28µm
net559,51.26µm
_05864_,51.235µm
_06435_,51.22µm
net2793,51.22µm
_04055_,51.2µm
_00557_,51.18µm
net1419,51.17µm
net2639,51.17µm
_04540_,51.16µm
adder_inst.exp_a\[3\],51.14µm
net717,51.14µm
adder_inst.exp_b_r\[1\],51.12µm
net3298,51.095µm
_05570_,51.04µm
_06258_,51.02µm
_04928_,50.96µm
_05267_,50.94µm
net505,50.94µm
_02965_,50.9µm
_05543_,50.9µm
net2741,50.88µm
_02201_,50.87µm
net3173,50.85µm
net1138,50.82µm
net2769,50.8µm
_03048_,50.76µm
_05081_,50.755µm
_04664_,50.74µm
net2409,50.74µm
_06560_,50.72µm
net130,50.72µm
_01345_,50.69µm
net1970,50.68µm
net2376,50.68µm
net2415,50.68µm
_06119_,50.67µm
net2840,50.66µm
_03640_,50.52µm
net1522,50.52µm
_06121_,50.51µm
net240,50.46µm
net1973,50.43µm
net2559,50.42µm
net850,50.4µm
net1025,50.4µm
_03352_,50.38µm
net2729,50.38µm
_05440_,50.32µm
net3387,50.32µm
net237,50.3µm
_06967_,50.26µm
net495,50.24µm
net2396,50.24µm
net458,50.22µm
net514,50.18µm
net2675,50.16µm
net2365,50.125µm
net861,50.06µm
net2775,50.06µm
_05326_,50.02µm
_05393_,49.96µm
net792,49.94µm
_03549_,49.92µm
_05320_,49.92µm
_00944_,49.88µm
_00093_,49.86µm
_03458_,49.83µm
net2082,49.82µm
net1920,49.8µm
net2166,49.8µm
_01171_,49.75µm
_00902_,49.74µm
_06486_,49.74µm
_01631_,49.66µm
_00903_,49.62µm
net1337,49.62µm
_02872_,49.58µm
net2132,49.57µm
net2260,49.55µm
_04665_,49.47µm
net29,49.46µm
net2063,49.46µm
net2072,49.44µm
net2724,49.44µm
net2947,49.41µm
_05539_,49.4µm
net1471,49.4µm
net2216,49.38µm
net427,49.3µm
net1559,49.3µm
net2055,49.26µm
_03706_,49.2µm
_06358_,49.2µm
adder_inst.i_a\[18\],49.2µm
net362,49.16µm
_03760_,49.14µm
net183,49.14µm
net2032,49.14µm
net1481,49.12µm
net2252,49.1µm
_03448_,49.08µm
_04854_,49µm
_05325_,49µm
net1640,48.93µm
_02318_,48.92µm
net2900,48.86µm
net2403,48.84µm
_06076_,48.82µm
_00946_,48.8µm
net228,48.76µm
net2323,48.76µm
net608,48.74µm
net806,48.7µm
net2156,48.67µm
net2402,48.66µm
_01948_,48.63µm
net67,48.62µm
net1081,48.585µm
adder_inst.exp_larger_r\[5\],48.58µm
net1765,48.58µm
net2555,48.56µm
_06188_,48.53µm
net2796,48.5µm
_05029_,48.48µm
_04766_,48.46µm
net2726,48.45µm
net2708,48.37µm
_02361_,48.36µm
_06727_,48.36µm
net741,48.33µm
_06542_,48.32µm
_02623_,48.27µm
net1622,48.27µm
net171,48.26µm
net1168,48.22µm
net2174,48.2µm
net2043,48.16µm
net2830,48.16µm
net835,48.14µm
net926,48.14µm
net173,48.12µm
net2190,48.12µm
net2244,48.12µm
_01870_,48.09µm
_06554_,48.09µm
net290,48.08µm
net2615,48.08µm
net2420,48.06µm
net2179,48.04µm
_06337_,48.02µm
net2109,48.02µm
net1091,48µm
_05643_,47.98µm
net2758,47.98µm
_02000_,47.96µm
net320,47.96µm
net2832,47.93µm
_06060_,47.9µm
net2050,47.9µm
_04219_,47.88µm
_06185_,47.86µm
net2584,47.86µm
net3170,47.86µm
net242,47.83µm
net2794,47.82µm
net1942,47.78µm
net1972,47.77µm
net376,47.765µm
_06405_,47.74µm
net604,47.74µm
_01541_,47.72µm
_00485_,47.7µm
net348,47.68µm
net2477,47.66µm
net2652,47.65µm
_06253_,47.62µm
_06220_,47.6µm
_06348_,47.58µm
net891,47.58µm
_04576_,47.54µm
net340,47.54µm
net946,47.52µm
net2996,47.48µm
_04557_,47.47µm
net2837,47.46µm
net1707,47.42µm
net1867,47.415µm
net132,47.4µm
_03219_,47.38µm
net1375,47.38µm
_02687_,47.36µm
net2765,47.35µm
_03548_,47.34µm
_06066_,47.34µm
_06786_,47.34µm
net1839,47.32µm
_02917_,47.28µm
net1971,47.26µm
net2408,47.22µm
net2083,47.2µm
net1901,47.18µm
net2150,47.18µm
net1803,47.16µm
_05890_,47.15µm
_00521_,47.08µm
net795,47.07µm
net2785,47.03µm
adder_inst.i_b\[4\],47µm
net2052,47µm
net2366,46.98µm
_06620_,46.94µm
net3086,46.92µm
net2483,46.91µm
net149,46.9µm
net2218,46.9µm
_03465_,46.89µm
net2160,46.88µm
mul_res\[22\],46.84µm
net1303,46.84µm
net2664,46.83µm
_06297_,46.78µm
_03275_,46.74µm
_06120_,46.74µm
net2254,46.7µm
net884,46.66µm
_01231_,46.62µm
_05026_,46.62µm
net1144,46.6µm
_05270_,46.59µm
net482,46.56µm
net1957,46.525µm
_00473_,46.5µm
_05716_,46.49µm
net1890,46.45µm
net934,46.44µm
_01890_,46.4µm
_00663_,46.38µm
_05763_,46.38µm
net1318,46.34µm
_02815_,46.3µm
net1163,46.275µm
net756,46.26µm
net1535,46.26µm
net2870,46.26µm
_06519_,46.22µm
net2906,46.22µm
_03563_,46.2µm
_03772_,46.2µm
_06140_,46.2µm
net1621,46.2µm
_04347_,46.18µm
net2293,46.18µm
net2392,46.16µm
net1697,46.15µm
_06239_,46.14µm
_03329_,46.12µm
_04134_,46.1µm
_04990_,46.1µm
_04306_,46.06µm
_06208_,46.06µm
net339,46.06µm
net2898,46.06µm
net1587,46.05µm
net2846,46.02µm
net104,45.98µm
net2221,45.98µm
_00657_,45.97µm
_00812_,45.96µm
net2905,45.94µm
net3305,45.94µm
_01949_,45.92µm
_01766_,45.9µm
net2246,45.86µm
_01557_,45.84µm
net2784,45.83µm
_01745_,45.82µm
net2868,45.82µm
net2780,45.79µm
net2833,45.78µm
net2089,45.76µm
_05610_,45.74µm
net1778,45.74µm
_03680_,45.64µm
net1017,45.64µm
_06183_,45.62µm
net179,45.62µm
net746,45.56µm
net1130,45.52µm
net2686,45.42µm
net728,45.4µm
net1609,45.4µm
_00204_,45.39µm
net2371,45.38µm
_02579_,45.34µm
_05284_,45.34µm
net3388,45.34µm
net1715,45.335µm
_00775_,45.32µm
net1102,45.32µm
net1554,45.32µm
net2275,45.32µm
net2214,45.295µm
net414,45.28µm
_02165_,45.26µm
adder_inst.sum_raw_r\[10\],45.26µm
net2267,45.245µm
net423,45.22µm
net1343,45.22µm
adder_inst.is_inf_a_r,45.2µm
_04177_,45.19µm
_03148_,45.18µm
net3318,45.18µm
adder_inst.exp_b_r\[7\],45.13µm
net2888,45.12µm
_03428_,45.06µm
net2908,45.06µm
_03861_,45.04µm
net2346,45.04µm
net2600,45.04µm
net2440,45.02µm
net2594,45.02µm
_06555_,45µm
_04968_,44.96µm
net949,44.96µm
adder_inst.sum_raw_r\[8\],44.94µm
net2896,44.94µm
net935,44.93µm
net511,44.92µm
net2604,44.92µm
_03607_,44.9µm
net402,44.9µm
_04516_,44.89µm
_04660_,44.88µm
net122,44.88µm
_04575_,44.86µm
_02908_,44.84µm
net2493,44.82µm
net1915,44.78µm
_05686_,44.76µm
net519,44.76µm
net2705,44.76µm
_00940_,44.72µm
_01194_,44.66µm
_01317_,44.66µm
net2018,44.66µm
_02307_,44.64µm
net1330,44.62µm
adder_inst.exp_b_r\[5\],44.58µm
net1482,44.56µm
_03453_,44.48µm
net2146,44.38µm
net1876,44.36µm
net2106,44.36µm
_06905_,44.34µm
_07016_,44.32µm
_03138_,44.28µm
_06162_,44.28µm
_06063_,44.27µm
net1905,44.26µm
net2465,44.26µm
net2227,44.255µm
_06545_,44.22µm
net2448,44.22µm
net227,44.2µm
_02998_,44.18µm
net2676,44.18µm
net2764,44.18µm
_04769_,44.14µm
net3260,44.14µm
_04468_,44.13µm
net2352,44.09µm
_01491_,44.04µm
_03427_,44.02µm
_06558_,44µm
_04270_,43.98µm
net2079,43.94µm
net2863,43.94µm
_03421_,43.9µm
_06758_,43.9µm
_01580_,43.88µm
_04542_,43.84µm
net492,43.84µm
net2125,43.83µm
net2653,43.82µm
_02830_,43.8µm
_02846_,43.8µm
_03350_,43.78µm
_06725_,43.76µm
_06416_,43.74µm
_00904_,43.72µm
_02061_,43.72µm
_03564_,43.72µm
_03883_,43.72µm
net2183,43.72µm
net2756,43.69µm
net1726,43.65µm
net243,43.64µm
net2619,43.64µm
net2893,43.6µm
_00037_,43.58µm
_03598_,43.58µm
net2808,43.58µm
net1405,43.55µm
_06436_,43.54µm
net1940,43.54µm
net1813,43.53µm
_02024_,43.52µm
_04289_,43.52µm
_05691_,43.52µm
net2103,43.48µm
_03467_,43.46µm
net2511,43.46µm
_04504_,43.44µm
net2130,43.4µm
net2770,43.4µm
net2449,43.37µm
net2335,43.34µm
_04965_,43.33µm
net2874,43.3µm
net126,43.28µm
net2236,43.28µm
net578,43.22µm
_02338_,43.2µm
_03397_,43.2µm
_06045_,43.2µm
_06466_,43.2µm
net1308,43.2µm
net2871,43.18µm
_06401_,43.16µm
net142,43.16µm
net1656,43.14µm
net824,43.12µm
net1868,43.08µm
_03122_,43.06µm
_05078_,43.06µm
net1789,43.04µm
net2265,43.04µm
net2470,43.02µm
_02360_,43µm
_03981_,43µm
net788,43µm
adder_inst.exp_a\[1\],42.96µm
net2887,42.92µm
net712,42.9µm
_03679_,42.88µm
_04349_,42.88µm
_06083_,42.88µm
net733,42.875µm
_04701_,42.85µm
_00679_,42.84µm
_00717_,42.84µm
net2111,42.84µm
net2363,42.84µm
net2856,42.84µm
net389,42.82µm
net2853,42.82µm
_01675_,42.8µm
_06615_,42.8µm
net725,42.76µm
_01581_,42.74µm
_06737_,42.74µm
_04203_,42.72µm
net260,42.72µm
net1366,42.72µm
net2232,42.68µm
net324,42.66µm
adder_inst.exp_a_r\[7\],42.59µm
net1315,42.58µm
_05689_,42.56µm
_03452_,42.54µm
net1619,42.54µm
net522,42.53µm
_02612_,42.52µm
net988,42.52µm
_06084_,42.48µm
_04912_,42.46µm
net2718,42.46µm
_06552_,42.44µm
net115,42.44µm
net842,42.42µm
_06583_,42.4µm
_01316_,42.39µm
net1718,42.36µm
_03623_,42.34µm
net1635,42.34µm
_04762_,42.3µm
_05651_,42.29µm
_02449_,42.24µm
_05015_,42.22µm
net870,42.22µm
net131,42.16µm
net2839,42.16µm
_02622_,42.14µm
net558,42.14µm
_01764_,42.12µm
_06092_,42.12µm
add_res\[3\],42.12µm
net282,42.12µm
net1137,42.12µm
_05338_,42.1µm
_02826_,42.08µm
net1036,42.08µm
net2612,42.07µm
net848,42.065µm
_03411_,42.06µm
_06240_,42.02µm
_02273_,42.01µm
_03490_,42µm
net1822,41.99µm
_02181_,41.98µm
net239,41.98µm
_02597_,41.96µm
net266,41.96µm
net2747,41.95µm
_03312_,41.94µm
adder_inst.is_inf_b_r,41.94µm
adder_inst.is_zero_b,41.93µm
_01736_,41.92µm
net2230,41.92µm
net809,41.88µm
_03420_,41.87µm
net2687,41.86µm
net2866,41.86µm
_02816_,41.84µm
net1699,41.84µm
net2788,41.84µm
net2054,41.8µm
net1760,41.76µm
_04395_,41.72µm
net1391,41.72µm
_03475_,41.68µm
_06791_,41.68µm
net2127,41.68µm
_03130_,41.66µm
_06381_,41.66µm
_06697_,41.64µm
_02727_,41.62µm
_05523_,41.6µm
_05531_,41.6µm
_06522_,41.59µm
adder_inst.sum_raw_r\[20\],41.57µm
net1967,41.56µm
_03665_,41.54µm
net1537,41.54µm
net2818,41.54µm
_01226_,41.52µm
net2854,41.52µm
_00067_,41.5µm
net900,41.5µm
_02272_,41.48µm
_03869_,41.48µm
_06158_,41.48µm
net3378,41.48µm
net1954,41.45µm
_01419_,41.42µm
_04767_,41.38µm
net2291,41.38µm
_06081_,41.34µm
_06192_,41.34µm
net2842,41.28µm
net485,41.26µm
_03871_,41.22µm
_05305_,41.22µm
net3380,41.22µm
net370,41.18µm
net2485,41.18µm
_05114_,41.16µm
_02565_,41.13µm
_02370_,41.12µm
net255,41.12µm
_03660_,41.1µm
net1974,41.1µm
_04288_,41.08µm
_04862_,41.08µm
net1261,41.055µm
_03983_,41µm
_04254_,41µm
_04853_,41µm
net1020,40.98µm
_03246_,40.96µm
net1844,40.96µm
net1713,40.955µm
adder_inst.exp_a\[2\],40.88µm
_03324_,40.8µm
_02688_,40.79µm
_01542_,40.78µm
_04295_,40.76µm
net674,40.76µm
net2419,40.74µm
net2098,40.72µm
net1703,40.715µm
_03503_,40.71µm
net529,40.7µm
net2155,40.695µm
_06691_,40.68µm
net1086,40.66µm
net1694,40.64µm
net1295,40.62µm
net2145,40.62µm
_02299_,40.6µm
net828,40.6µm
net2057,40.6µm
net176,40.58µm
net2272,40.55µm
net2427,40.54µm
net378,40.53µm
_04706_,40.52µm
net1438,40.52µm
net845,40.51µm
net1397,40.5µm
net2859,40.5µm
_04329_,40.47µm
net2168,40.47µm
net223,40.46µm
net286,40.46µm
net2453,40.46µm
net1002,40.44µm
_05162_,40.42µm
net195,40.42µm
_04286_,40.38µm
net156,40.38µm
_01298_,40.36µm
_04907_,40.36µm
_04404_,40.345µm
_02563_,40.32µm
net888,40.27µm
net2552,40.26µm
_01946_,40.24µm
_05239_,40.2µm
net123,40.2µm
net455,40.195µm
net421,40.12µm
net2070,40.12µm
net2771,40.12µm
net3198,40.12µm
_04115_,40.11µm
_00743_,40.08µm
net1557,40.08µm
net2016,40.08µm
_02287_,40.06µm
net747,40.06µm
net1409,40.04µm
net1452,40.04µm
net2494,40.02µm
_01217_,40µm
net2245,40µm
net2744,39.97µm
_04074_,39.96µm
net416,39.96µm
net530,39.92µm
net1820,39.91µm
_03616_,39.9µm
_07045_,39.9µm
_03744_,39.875µm
_04386_,39.82µm
net1751,39.82µm
net1858,39.815µm
net893,39.81µm
net245,39.8µm
