net,length_um
_04720_,4.34µm
_04884_,4.34µm
_05031_,4.34µm
_05050_,4.34µm
_05103_,4.34µm
_05371_,4.34µm
_05398_,4.34µm
_05802_,4.34µm
_05826_,4.34µm
_05938_,4.34µm
_05944_,4.34µm
_06061_,4.34µm
_06217_,4.34µm
_06380_,4.34µm
_06403_,4.34µm
_06565_,4.34µm
_06957_,4.34µm
_06982_,4.34µm
_07071_,4.34µm
_07085_,4.34µm
_07232_,4.34µm
_07374_,4.34µm
_07662_,4.34µm
add_res\[7\],4.34µm
_01457_,4.32µm
_01557_,4.32µm
_03817_,4.32µm
_01617_,4.29µm
_01348_,4.24µm
_02545_,4.24µm
_03854_,4.24µm
_04126_,4.24µm
_04238_,4.24µm
_04293_,4.24µm
_04672_,4.24µm
_04901_,4.24µm
_05243_,4.24µm
_07068_,4.24µm
multiplier_inst.man_final_r\[14\],4.24µm
_00241_,4.22µm
_00976_,4.22µm
_01047_,4.22µm
_01276_,4.22µm
_01975_,4.22µm
_02067_,4.22µm
_02523_,4.22µm
_02809_,4.22µm
_02864_,4.22µm
_03367_,4.22µm
_03553_,4.22µm
_03959_,4.22µm
_04162_,4.22µm
_04208_,4.22µm
_04668_,4.22µm
_04689_,4.22µm
_04842_,4.22µm
_04891_,4.22µm
_05444_,4.22µm
_05817_,4.22µm
_06490_,4.22µm
_07080_,4.22µm
_07741_,4.22µm
_03161_,4.2µm
_05316_,4.2µm
net417,4.2µm
_00188_,4.15µm
_00204_,4.15µm
_00230_,4.15µm
_00275_,4.15µm
_01161_,4.14µm
_02160_,4.14µm
_06316_,4.14µm
_07136_,4.14µm
_07268_,4.14µm
_07517_,4.14µm
net392,4.14µm
_03298_,4.135µm
_00023_,4.12µm
_00728_,4.12µm
_01942_,4.12µm
_02370_,4.12µm
_06272_,4.12µm
_07299_,4.12µm
_07548_,4.12µm
adder_inst.sum_raw\[8\],4.12µm
net66,4.12µm
_00311_,4.1µm
_00421_,4.1µm
_01029_,4.1µm
_01057_,4.1µm
_01378_,4.1µm
_01852_,4.1µm
_02514_,4.1µm
_03131_,4.1µm
_03320_,4.1µm
_03625_,4.1µm
_03836_,4.1µm
_04221_,4.1µm
_04753_,4.1µm
_05467_,4.1µm
_06458_,4.1µm
_00316_,4.08µm
_00528_,4.08µm
_01502_,4.08µm
_03158_,4.08µm
_06161_,4.08µm
net10,4.08µm
net26,4.08µm
net334,4.08µm
_00182_,4.07µm
_06143_,4.06µm
_04468_,4.05µm
_00266_,4.03µm
_00620_,4.02µm
_00764_,4.02µm
_01012_,4.02µm
_01100_,4.02µm
_01267_,4.02µm
_01452_,4.02µm
_01579_,4.02µm
_01883_,4.02µm
_01955_,4.02µm
_02054_,4.02µm
_02129_,4.02µm
_02164_,4.02µm
_02401_,4.02µm
_02407_,4.02µm
_02600_,4.02µm
_02639_,4.02µm
_02905_,4.02µm
_03072_,4.02µm
_03093_,4.02µm
_03227_,4.02µm
_03272_,4.02µm
_03307_,4.02µm
_03366_,4.02µm
_03667_,4.02µm
_03706_,4.02µm
_03795_,4.02µm
_04199_,4.02µm
_04437_,4.02µm
_04742_,4.02µm
_04772_,4.02µm
_04879_,4.02µm
_04953_,4.02µm
_05012_,4.02µm
_05566_,4.02µm
_05579_,4.02µm
_05624_,4.02µm
_05916_,4.02µm
_06015_,4.02µm
_06507_,4.02µm
_07568_,4.02µm
_07689_,4.02µm
_00070_,4µm
_00094_,4µm
_00427_,4µm
_00565_,4µm
_00566_,4µm
_00653_,4µm
_00671_,4µm
_00677_,4µm
_00785_,4µm
_00828_,4µm
_00880_,4µm
_00999_,4µm
_01302_,4µm
_01328_,4µm
_01351_,4µm
_01560_,4µm
_01585_,4µm
_01659_,4µm
_01696_,4µm
_01734_,4µm
_01910_,4µm
_01922_,4µm
_01959_,4µm
_02395_,4µm
_02405_,4µm
_02496_,4µm
_02546_,4µm
_02663_,4µm
_02801_,4µm
_02968_,4µm
_03217_,4µm
_03304_,4µm
_03491_,4µm
_03587_,4µm
_03611_,4µm
_04000_,4µm
_04146_,4µm
_04198_,4µm
_04313_,4µm
_04319_,4µm
_04321_,4µm
_04797_,4µm
_05247_,4µm
_05328_,4µm
_05605_,4µm
_05710_,4µm
_05742_,4µm
_05780_,4µm
_05808_,4µm
_05844_,4µm
_06036_,4µm
_06176_,4µm
_06233_,4µm
_06273_,4µm
_06356_,4µm
_06371_,4µm
_06564_,4µm
_06723_,4µm
_06799_,4µm
_07189_,4µm
_07213_,4µm
_07272_,4µm
_07467_,4µm
_07619_,4µm
_07730_,4µm
adder_inst.sum_raw\[7\],4µm
multiplier_inst.man_final\[22\],4µm
multiplier_inst.man_final\[7\],4µm
net58,4µm
net316,4µm
net375,4µm
_00032_,3.98µm
_01093_,3.98µm
_02172_,3.98µm
_02640_,3.98µm
_02667_,3.98µm
_04296_,3.98µm
_04592_,3.98µm
_05026_,3.98µm
_06999_,3.98µm
_07312_,3.98µm
_07843_,3.98µm
_07867_,3.98µm
_02624_,3.965µm
i_b[19],3.93µm
_05402_,3.905µm
_00582_,3.9µm
_00604_,3.9µm
_00609_,3.9µm
_01256_,3.9µm
_01330_,3.9µm
_01409_,3.9µm
_02382_,3.9µm
_02530_,3.9µm
_02706_,3.9µm
_02859_,3.9µm
_02875_,3.9µm
_03021_,3.9µm
_03332_,3.9µm
_03363_,3.9µm
_03425_,3.9µm
_03472_,3.9µm
_04075_,3.9µm
_04253_,3.9µm
_04615_,3.9µm
_04823_,3.9µm
_04854_,3.9µm
_04885_,3.9µm
_05132_,3.9µm
_06318_,3.9µm
_06734_,3.9µm
_07330_,3.9µm
_07447_,3.9µm
_03917_,3.89µm
_00047_,3.88µm
_00324_,3.88µm
_00442_,3.88µm
_00459_,3.88µm
_00470_,3.88µm
_00627_,3.88µm
_00636_,3.88µm
_00848_,3.88µm
_00897_,3.88µm
_00905_,3.88µm
_00919_,3.88µm
_00926_,3.88µm
_01268_,3.88µm
_01339_,3.88µm
_01402_,3.88µm
_01806_,3.88µm
_02003_,3.88µm
_02238_,3.88µm
_02267_,3.88µm
_02312_,3.88µm
_02400_,3.88µm
_02453_,3.88µm
_02488_,3.88µm
_02522_,3.88µm
_02820_,3.88µm
_02835_,3.88µm
_03052_,3.88µm
_03150_,3.88µm
_03188_,3.88µm
_03402_,3.88µm
_03454_,3.88µm
_03483_,3.88µm
_03503_,3.88µm
_03662_,3.88µm
_03753_,3.88µm
_03754_,3.88µm
_03802_,3.88µm
_03932_,3.88µm
_04038_,3.88µm
_04040_,3.88µm
_04242_,3.88µm
_04264_,3.88µm
_04277_,3.88µm
_04302_,3.88µm
_04510_,3.88µm
_04815_,3.88µm
_05001_,3.88µm
_05059_,3.88µm
_05135_,3.88µm
_05166_,3.88µm
_05336_,3.88µm
_05362_,3.88µm
_05431_,3.88µm
_05649_,3.88µm
_05745_,3.88µm
_05748_,3.88µm
_05812_,3.88µm
_05845_,3.88µm
_05982_,3.88µm
_06115_,3.88µm
_06241_,3.88µm
_06408_,3.88µm
_06597_,3.88µm
_06708_,3.88µm
_06715_,3.88µm
_06771_,3.88µm
_06773_,3.88µm
_06842_,3.88µm
_06871_,3.88µm
_07188_,3.88µm
_07368_,3.88µm
_07406_,3.88µm
_07425_,3.88µm
net387,3.88µm
_00319_,3.86µm
_03167_,3.86µm
_07137_,3.86µm
_07691_,3.86µm
_07201_,3.85µm
_05571_,3.795µm
_00881_,3.78µm
_01807_,3.78µm
_04229_,3.78µm
_05069_,3.78µm
_05193_,3.78µm
_05489_,3.78µm
_05927_,3.78µm
_06109_,3.78µm
_06404_,3.78µm
_07031_,3.78µm
_07206_,3.78µm
_00594_,3.76µm
_00727_,3.76µm
_00871_,3.76µm
_01454_,3.76µm
_01744_,3.76µm
_01782_,3.76µm
_02257_,3.76µm
_02398_,3.76µm
_02936_,3.76µm
_03087_,3.76µm
_03199_,3.76µm
_03505_,3.76µm
_03570_,3.76µm
_03582_,3.76µm
_03689_,3.76µm
_04537_,3.76µm
_04890_,3.76µm
_05302_,3.76µm
_05960_,3.76µm
_06166_,3.76µm
_06376_,3.76µm
_06476_,3.76µm
_07445_,3.76µm
_07708_,3.76µm
net48,3.76µm
_03535_,3.74µm
net397,3.74µm
_02438_,3.72µm
_02683_,3.72µm
_00330_,3.71µm
_00250_,3.69µm
net337,3.685µm
_00710_,3.68µm
_01845_,3.68µm
_02947_,3.68µm
_04465_,3.68µm
_06994_,3.68µm
_00050_,3.66µm
_00274_,3.66µm
_00829_,3.66µm
_01148_,3.66µm
_03051_,3.66µm
_05451_,3.66µm
multiplier_inst.exp_final\[7\],3.66µm
net55,3.66µm
net313,3.66µm
_00079_,3.64µm
_00509_,3.64µm
_02107_,3.64µm
_02528_,3.64µm
_07392_,3.64µm
multiplier_inst.man_final_r\[7\],3.64µm
_00363_,3.59µm
_00424_,3.56µm
_00811_,3.56µm
_01451_,3.56µm
_01707_,3.56µm
_01712_,3.56µm
_01842_,3.56µm
_01913_,3.56µm
_02016_,3.56µm
_02239_,3.56µm
_02248_,3.56µm
_02618_,3.56µm
_02799_,3.56µm
_02862_,3.56µm
_02894_,3.56µm
_02930_,3.56µm
_03266_,3.56µm
_03314_,3.56µm
_03380_,3.56µm
_03546_,3.56µm
_04101_,3.56µm
_04410_,3.56µm
_04509_,3.56µm
_04553_,3.56µm
_04695_,3.56µm
_05046_,3.56µm
_05066_,3.56µm
_05126_,3.56µm
_05201_,3.56µm
_05228_,3.56µm
_05248_,3.56µm
_05312_,3.56µm
_05422_,3.56µm
_05576_,3.56µm
_05615_,3.56µm
_05842_,3.56µm
_05869_,3.56µm
_05906_,3.56µm
_06832_,3.56µm
_06898_,3.56µm
_06993_,3.56µm
_07047_,3.56µm
_07265_,3.56µm
_07317_,3.56µm
_07318_,3.56µm
_07385_,3.56µm
_07432_,3.56µm
_07456_,3.56µm
_07473_,3.56µm
_07591_,3.56µm
_07723_,3.56µm
_07737_,3.56µm
multiplier_inst.man_final\[4\],3.56µm
net70,3.56µm
_00011_,3.54µm
_00295_,3.54µm
_00383_,3.54µm
_00674_,3.54µm
_00818_,3.54µm
_01104_,3.54µm
_01158_,3.54µm
_01215_,3.54µm
_01392_,3.54µm
_01398_,3.54µm
_01403_,3.54µm
_01418_,3.54µm
_01512_,3.54µm
_01618_,3.54µm
_01629_,3.54µm
_01643_,3.54µm
_01792_,3.54µm
_01961_,3.54µm
_02005_,3.54µm
_02311_,3.54µm
_02607_,3.54µm
_02631_,3.54µm
_02672_,3.54µm
_02965_,3.54µm
_02974_,3.54µm
_03067_,3.54µm
_03186_,3.54µm
_03465_,3.54µm
_03704_,3.54µm
_03725_,3.54µm
_03726_,3.54µm
_03784_,3.54µm
_04094_,3.54µm
_04129_,3.54µm
_04155_,3.54µm
_04172_,3.54µm
_04381_,3.54µm
_04530_,3.54µm
_04746_,3.54µm
_04925_,3.54µm
_04982_,3.54µm
_04983_,3.54µm
_05017_,3.54µm
_05039_,3.54µm
_05189_,3.54µm
_05295_,3.54µm
_05343_,3.54µm
_05345_,3.54µm
_05378_,3.54µm
_05478_,3.54µm
_05495_,3.54µm
_05594_,3.54µm
_05795_,3.54µm
_05890_,3.54µm
_06026_,3.54µm
_06354_,3.54µm
_07022_,3.54µm
_07059_,3.54µm
_07060_,3.54µm
_07135_,3.54µm
_07138_,3.54µm
_07362_,3.54µm
_07405_,3.54µm
_07419_,3.54µm
_07461_,3.54µm
_07676_,3.54µm
_07820_,3.54µm
add_res\[27\],3.54µm
multiplier_inst.exp_final_r\[3\],3.54µm
multiplier_inst.exp_final_r\[4\],3.54µm
net312,3.54µm
_05404_,3.52µm
_07748_,3.52µm
_05091_,3.515µm
_02847_,3.51µm
_00911_,3.44µm
_00912_,3.44µm
_01177_,3.44µm
_01528_,3.44µm
_02858_,3.44µm
_03269_,3.44µm
_03290_,3.44µm
_03782_,3.44µm
_04147_,3.44µm
_04624_,3.44µm
_04738_,3.44µm
_04740_,3.44µm
_04808_,3.44µm
_05133_,3.44µm
_05171_,3.44µm
_05383_,3.44µm
_05612_,3.44µm
_05923_,3.44µm
_05937_,3.44µm
_06102_,3.44µm
_06256_,3.44µm
_06377_,3.44µm
_06441_,3.44µm
_06735_,3.44µm
_07118_,3.44µm
_07333_,3.44µm
_07633_,3.44µm
_07706_,3.44µm
net77,3.44µm
_02516_,3.435µm
_00184_,3.42µm
_00425_,3.42µm
_00455_,3.42µm
_00514_,3.42µm
_00562_,3.42µm
_00575_,3.42µm
_00656_,3.42µm
_00839_,3.42µm
_00942_,3.42µm
_00961_,3.42µm
_01237_,3.42µm
_01367_,3.42µm
_01439_,3.42µm
_01499_,3.42µm
_01561_,3.42µm
_01573_,3.42µm
_01764_,3.42µm
_01876_,3.42µm
_01891_,3.42µm
_02152_,3.42µm
_02249_,3.42µm
_02384_,3.42µm
_02472_,3.42µm
_02576_,3.42µm
_02681_,3.42µm
_03046_,3.42µm
_03116_,3.42µm
_03213_,3.42µm
_03225_,3.42µm
_03305_,3.42µm
_03670_,3.42µm
_03850_,3.42µm
_03974_,3.42µm
_03980_,3.42µm
_04006_,3.42µm
_04210_,3.42µm
_04328_,3.42µm
_04608_,3.42µm
_04733_,3.42µm
_04862_,3.42µm
_04929_,3.42µm
_05067_,3.42µm
_05131_,3.42µm
_05215_,3.42µm
_05296_,3.42µm
_05324_,3.42µm
_05433_,3.42µm
_05633_,3.42µm
_05768_,3.42µm
_05774_,3.42µm
_05811_,3.42µm
_05877_,3.42µm
_06034_,3.42µm
_06128_,3.42µm
_06201_,3.42µm
_06411_,3.42µm
_06555_,3.42µm
_06690_,3.42µm
_06732_,3.42µm
_06767_,3.42µm
_06958_,3.42µm
_06965_,3.42µm
_07069_,3.42µm
_07134_,3.42µm
_07203_,3.42µm
_07236_,3.42µm
_07247_,3.42µm
_07400_,3.42µm
_07481_,3.42µm
_07545_,3.42µm
_07671_,3.42µm
_07682_,3.42µm
_07701_,3.42µm
_07773_,3.42µm
_07809_,3.42µm
add_res\[12\],3.42µm
adder_inst.exp_larger\[7\],3.42µm
_02831_,3.4µm
_04958_,3.4µm
_06087_,3.38µm
_00337_,3.37µm
_00223_,3.35µm
_01984_,3.32µm
_02109_,3.32µm
_03014_,3.32µm
_03171_,3.32µm
_03184_,3.32µm
_07450_,3.32µm
_05092_,3.31µm
_00069_,3.3µm
_00155_,3.3µm
_00173_,3.3µm
_00648_,3.3µm
_01966_,3.3µm
_01986_,3.3µm
_02477_,3.3µm
_02548_,3.3µm
_04061_,3.3µm
_04457_,3.3µm
_04937_,3.3µm
_05545_,3.3µm
_07083_,3.3µm
_07665_,3.3µm
_00466_,3.265µm
_00272_,3.23µm
_00053_,3.225µm
_00060_,3.22µm
_00706_,3.22µm
_00860_,3.22µm
_03445_,3.22µm
_03882_,3.22µm
_05081_,3.22µm
_05643_,3.22µm
_06022_,3.22µm
_06323_,3.22µm
_06337_,3.22µm
_06348_,3.22µm
_06794_,3.22µm
_07627_,3.22µm
add_res\[17\],3.22µm
add_res\[2\],3.22µm
mul_res\[24\],3.22µm
multiplier_inst.man_final\[17\],3.22µm
_00052_,3.2µm
_00349_,3.2µm
_05550_,3.2µm
_05767_,3.2µm
_06865_,3.2µm
_07830_,3.2µm
adder_inst.exp_larger\[4\],3.2µm
multiplier_inst.man_final\[20\],3.2µm
net21,3.2µm
net339,3.2µm
_00208_,3.18µm
_00227_,3.18µm
_00232_,3.18µm
_00884_,3.18µm
_02236_,3.18µm
_06140_,3.18µm
_00318_,3.15µm
_06058_,3.14µm
_00282_,3.13µm
_00405_,3.13µm
_00416_,3.13µm
_00429_,3.1µm
_00467_,3.1µm
_00827_,3.1µm
_01010_,3.1µm
_01051_,3.1µm
_01169_,3.1µm
_01334_,3.1µm
_01386_,3.1µm
_01637_,3.1µm
_01781_,3.1µm
_01882_,3.1µm
_02251_,3.1µm
_02252_,3.1µm
_02420_,3.1µm
_02606_,3.1µm
_02632_,3.1µm
_02718_,3.1µm
_02722_,3.1µm
_02794_,3.1µm
_02880_,3.1µm
_02891_,3.1µm
_03287_,3.1µm
_03456_,3.1µm
_03554_,3.1µm
_03616_,3.1µm
_03718_,3.1µm
_03898_,3.1µm
_03966_,3.1µm
_04009_,3.1µm
_04120_,3.1µm
_04151_,3.1µm
_04375_,3.1µm
_04382_,3.1µm
_04406_,3.1µm
_04438_,3.1µm
_04730_,3.1µm
_04927_,3.1µm
_05114_,3.1µm
_05148_,3.1µm
_05485_,3.1µm
_05608_,3.1µm
_05788_,3.1µm
_06057_,3.1µm
_06064_,3.1µm
_06279_,3.1µm
_06614_,3.1µm
_07110_,3.1µm
_07255_,3.1µm
_07257_,3.1µm
_07325_,3.1µm
_07363_,3.1µm
_07441_,3.1µm
_07478_,3.1µm
_07480_,3.1µm
_07544_,3.1µm
adder_inst.exp_larger\[3\],3.1µm
adder_inst.sign_sum,3.1µm
net62,3.1µm
net99,3.1µm
_00044_,3.08µm
_00051_,3.08µm
_00096_,3.08µm
_00422_,3.08µm
_00522_,3.08µm
_00766_,3.08µm
_00908_,3.08µm
_00984_,3.08µm
_01054_,3.08µm
_01249_,3.08µm
_01488_,3.08µm
_01542_,3.08µm
_01798_,3.08µm
_01823_,3.08µm
_01833_,3.08µm
_01920_,3.08µm
_02320_,3.08µm
_02334_,3.08µm
_02431_,3.08µm
_02634_,3.08µm
_02726_,3.08µm
_03002_,3.08µm
_03080_,3.08µm
_03155_,3.08µm
_03256_,3.08µm
_03381_,3.08µm
_03404_,3.08µm
_03411_,3.08µm
_03476_,3.08µm
_03482_,3.08µm
_03502_,3.08µm
_03569_,3.08µm
_03640_,3.08µm
_03688_,3.08µm
_03944_,3.08µm
_03946_,3.08µm
_04064_,3.08µm
_04166_,3.08µm
_04294_,3.08µm
_04314_,3.08µm
_04356_,3.08µm
_04397_,3.08µm
_04460_,3.08µm
_04641_,3.08µm
_04666_,3.08µm
_04703_,3.08µm
_04932_,3.08µm
_04933_,3.08µm
_05192_,3.08µm
_05216_,3.08µm
_05657_,3.08µm
_05816_,3.08µm
_06021_,3.08µm
_06035_,3.08µm
_06050_,3.08µm
_06225_,3.08µm
_06262_,3.08µm
_06375_,3.08µm
_06827_,3.08µm
_06978_,3.08µm
_07036_,3.08µm
_07181_,3.08µm
_07219_,3.08µm
_07266_,3.08µm
_07287_,3.08µm
_07388_,3.08µm
_07442_,3.08µm
_07477_,3.08µm
_07514_,3.08µm
_07527_,3.08µm
_07686_,3.08µm
_07803_,3.08µm
_07873_,3.08µm
adder_inst.sign_sum_r,3.08µm
mul_res\[16\],3.08µm
multiplier_inst.exp_final_r\[0\],3.08µm
net44,3.08µm
_01546_,3.06µm
_02113_,3.06µm
_00732_,2.98µm
_00858_,2.98µm
_00977_,2.98µm
_01306_,2.98µm
_01384_,2.98µm
_01504_,2.98µm
_01750_,2.98µm
_02092_,2.98µm
_02921_,2.98µm
_03142_,2.98µm
_03143_,2.98µm
_03493_,2.98µm
_03638_,2.98µm
_03916_,2.98µm
_04008_,2.98µm
_04096_,2.98µm
_04478_,2.98µm
_05083_,2.98µm
_05425_,2.98µm
_06069_,2.98µm
_06418_,2.98µm
_06502_,2.98µm
_06513_,2.98µm
_06763_,2.98µm
_06972_,2.98µm
_07841_,2.98µm
_00145_,2.96µm
_00179_,2.96µm
_00288_,2.96µm
_00387_,2.96µm
_00457_,2.96µm
_00682_,2.96µm
_00762_,2.96µm
_00934_,2.96µm
_00987_,2.96µm
_01172_,2.96µm
_01284_,2.96µm
_01357_,2.96µm
_01388_,2.96µm
_01445_,2.96µm
_01456_,2.96µm
_01766_,2.96µm
_01779_,2.96µm
_01790_,2.96µm
_01835_,2.96µm
_01978_,2.96µm
_02027_,2.96µm
_02108_,2.96µm
_02126_,2.96µm
_02168_,2.96µm
_02262_,2.96µm
_02287_,2.96µm
_02590_,2.96µm
_02775_,2.96µm
_02796_,2.96µm
_02914_,2.96µm
_02931_,2.96µm
_02950_,2.96µm
_03140_,2.96µm
_03350_,2.96µm
_03511_,2.96µm
_03525_,2.96µm
_03581_,2.96µm
_03604_,2.96µm
_03853_,2.96µm
_03877_,2.96µm
_03985_,2.96µm
_03986_,2.96µm
_04070_,2.96µm
_04222_,2.96µm
_04271_,2.96µm
_04459_,2.96µm
_04483_,2.96µm
_04559_,2.96µm
_04578_,2.96µm
_04774_,2.96µm
_04783_,2.96µm
_04957_,2.96µm
_05139_,2.96µm
_05178_,2.96µm
_05221_,2.96µm
_05230_,2.96µm
_05460_,2.96µm
_05539_,2.96µm
_05551_,2.96µm
_05637_,2.96µm
_05699_,2.96µm
_05702_,2.96µm
_05762_,2.96µm
_05822_,2.96µm
_05896_,2.96µm
_06098_,2.96µm
_06223_,2.96µm
_06281_,2.96µm
_06393_,2.96µm
_06422_,2.96µm
_06442_,2.96µm
_06443_,2.96µm
_06457_,2.96µm
_06504_,2.96µm
_06656_,2.96µm
_06752_,2.96µm
_06838_,2.96µm
_06904_,2.96µm
_06984_,2.96µm
_07055_,2.96µm
_07195_,2.96µm
_07326_,2.96µm
_07344_,2.96µm
_07375_,2.96µm
_07427_,2.96µm
_07460_,2.96µm
_07466_,2.96µm
_07502_,2.96µm
_07518_,2.96µm
_07554_,2.96µm
_07698_,2.96µm
_07709_,2.96µm
_07766_,2.96µm
net14,2.96µm
net82,2.96µm
net88,2.96µm
_01120_,2.945µm
_01178_,2.86µm
_01758_,2.86µm
_02739_,2.86µm
_04086_,2.86µm
_04137_,2.86µm
_04744_,2.86µm
_05288_,2.86µm
_05548_,2.86µm
_06086_,2.86µm
_07023_,2.86µm
_07241_,2.86µm
add_res\[20\],2.86µm
mul_res\[23\],2.86µm
_00106_,2.84µm
_00132_,2.84µm
_00133_,2.84µm
_00137_,2.84µm
_00172_,2.84µm
_00178_,2.84µm
_00180_,2.84µm
_00183_,2.84µm
_00200_,2.84µm
_00206_,2.84µm
_00212_,2.84µm
_00225_,2.84µm
_00244_,2.84µm
_00248_,2.84µm
_00258_,2.84µm
_00267_,2.84µm
_00268_,2.84µm
_00276_,2.84µm
_00292_,2.84µm
_00317_,2.84µm
_00320_,2.84µm
_00328_,2.84µm
_00329_,2.84µm
_00364_,2.84µm
_00374_,2.84µm
_00386_,2.84µm
_01431_,2.84µm
_02455_,2.84µm
_07017_,2.84µm
net5,2.84µm
net29,2.84µm
_00361_,2.77µm
_01041_,2.76µm
_01716_,2.76µm
_02433_,2.76µm
_02525_,2.76µm
_03481_,2.76µm
_05645_,2.76µm
_05895_,2.76µm
_06541_,2.76µm
_06543_,2.76µm
_07215_,2.76µm
adder_inst.sum_raw\[13\],2.76µm
adder_inst.sum_raw\[22\],2.76µm
mul_res\[30\],2.76µm
mul_res\[5\],2.76µm
net402,2.76µm
net403,2.76µm
_00030_,2.74µm
_00054_,2.74µm
_00058_,2.74µm
_00078_,2.74µm
_00086_,2.74µm
_00144_,2.74µm
_00174_,2.74µm
_00176_,2.74µm
_00255_,2.74µm
_00312_,2.74µm
_00368_,2.74µm
_00796_,2.74µm
_00985_,2.74µm
_02342_,2.74µm
_06162_,2.74µm
_06379_,2.74µm
_06911_,2.74µm
_06917_,2.74µm
_07611_,2.74µm
multiplier_inst.exp_final\[1\],2.74µm
multiplier_inst.man_final\[15\],2.74µm
net327,2.74µm
_00752_,2.72µm
_03518_,2.72µm
_06068_,2.72µm
_00156_,2.69µm
_00196_,2.69µm
_00197_,2.69µm
_00224_,2.69µm
_00279_,2.69µm
_00284_,2.69µm
_00300_,2.69µm
_00347_,2.69µm
_00231_,2.67µm
adder_inst.exp_larger\[6\],2.665µm
_01460_,2.66µm
_04488_,2.65µm
net380,2.645µm
_00000_,2.64µm
_00012_,2.64µm
_00072_,2.64µm
_00900_,2.64µm
_01292_,2.64µm
_01361_,2.64µm
_01421_,2.64µm
_01459_,2.64µm
_01572_,2.64µm
_01765_,2.64µm
_01784_,2.64µm
_01902_,2.64µm
_01967_,2.64µm
_02068_,2.64µm
_02369_,2.64µm
_02388_,2.64µm
_02462_,2.64µm
_02782_,2.64µm
_02830_,2.64µm
_03075_,2.64µm
_03212_,2.64µm
_03372_,2.64µm
_03698_,2.64µm
_03922_,2.64µm
_04069_,2.64µm
_04102_,2.64µm
_04113_,2.64µm
_04316_,2.64µm
_04417_,2.64µm
_04422_,2.64µm
_04501_,2.64µm
_04727_,2.64µm
_04928_,2.64µm
_05032_,2.64µm
_05168_,2.64µm
_05253_,2.64µm
_05263_,2.64µm
_05267_,2.64µm
_05270_,2.64µm
_05315_,2.64µm
_05332_,2.64µm
_05374_,2.64µm
_05586_,2.64µm
_05861_,2.64µm
_05893_,2.64µm
_05980_,2.64µm
_06242_,2.64µm
_06300_,2.64µm
_06346_,2.64µm
_06437_,2.64µm
_06499_,2.64µm
_06525_,2.64µm
_06703_,2.64µm
_06923_,2.64µm
_07210_,2.64µm
_07249_,2.64µm
_07262_,2.64µm
_07284_,2.64µm
_07292_,2.64µm
_07458_,2.64µm
_07641_,2.64µm
_07658_,2.64µm
_07696_,2.64µm
_07753_,2.64µm
_07889_,2.64µm
add_res\[0\],2.64µm
add_res\[16\],2.64µm
net320,2.64µm
_00071_,2.62µm
_00097_,2.62µm
_00290_,2.62µm
_00515_,2.62µm
_00744_,2.62µm
_00819_,2.62µm
_01062_,2.62µm
_01105_,2.62µm
_01117_,2.62µm
_01127_,2.62µm
_01167_,2.62µm
_01214_,2.62µm
_01217_,2.62µm
_01266_,2.62µm
_01279_,2.62µm
_01382_,2.62µm
_01390_,2.62µm
_01434_,2.62µm
_01473_,2.62µm
_01577_,2.62µm
_01598_,2.62µm
_01681_,2.62µm
_01862_,2.62µm
_01960_,2.62µm
_02023_,2.62µm
_02175_,2.62µm
_02350_,2.62µm
_02589_,2.62µm
_02642_,2.62µm
_02664_,2.62µm
_02779_,2.62µm
_02786_,2.62µm
_03206_,2.62µm
_03240_,2.62µm
_03248_,2.62µm
_03295_,2.62µm
_03325_,2.62µm
_03331_,2.62µm
_03335_,2.62µm
_03382_,2.62µm
_03407_,2.62µm
_03438_,2.62µm
_03441_,2.62µm
_03764_,2.62µm
_03767_,2.62µm
_03789_,2.62µm
_03878_,2.62µm
_04045_,2.62µm
_04087_,2.62µm
_04186_,2.62µm
_04194_,2.62µm
_04217_,2.62µm
_04372_,2.62µm
_04393_,2.62µm
_04443_,2.62µm
_04482_,2.62µm
_04583_,2.62µm
_04966_,2.62µm
_05137_,2.62µm
_05277_,2.62µm
_05498_,2.62µm
_05564_,2.62µm
_05642_,2.62µm
_05747_,2.62µm
_05986_,2.62µm
_06089_,2.62µm
_06164_,2.62µm
_06398_,2.62µm
_06432_,2.62µm
_06435_,2.62µm
_06486_,2.62µm
_06530_,2.62µm
_06720_,2.62µm
_06750_,2.62µm
_06964_,2.62µm
_07049_,2.62µm
_07092_,2.62µm
_07228_,2.62µm
_07251_,2.62µm
_07302_,2.62µm
_07364_,2.62µm
_07522_,2.62µm
_07542_,2.62µm
_07782_,2.62µm
adder_inst.is_nan_a_r,2.62µm
mul_res\[17\],2.62µm
mul_res\[25\],2.62µm
multiplier_inst.man_final\[18\],2.62µm
net315,2.62µm
net396,2.62µm
net411,2.62µm
_05729_,2.57µm
_00207_,2.55µm
_02104_,2.53µm
_00867_,2.52µm
_00923_,2.52µm
_01621_,2.52µm
_01678_,2.52µm
_02137_,2.52µm
_02610_,2.52µm
_02821_,2.52µm
_02848_,2.52µm
_02889_,2.52µm
_03032_,2.52µm
_04034_,2.52µm
_04035_,2.52µm
_04563_,2.52µm
_04902_,2.52µm
_05023_,2.52µm
_05556_,2.52µm
_05734_,2.52µm
_06154_,2.52µm
_06423_,2.52µm
_06469_,2.52µm
_06977_,2.52µm
_07158_,2.52µm
_07179_,2.52µm
_07313_,2.52µm
_07586_,2.52µm
